id,dataset_path,device,output_to,output_model_weights_to,verbose,dt_splits,dt_samples_limit,dt_templates,dt_apply_template,dt_ess_sm_path,dt_extra_similar_sents,dt_ess_sm_k,dt_ess_sm_batch_size,dt_sents_vector_type,nn_store_model_weights,nn_batch_size,nn_epochs,nn_grad_clipping,nn_scheduler,nn_scheduler_power,nn_dropout_prob,nn_optimizer,nn_opt_momentum,nn_bbox_hidden_dim,nn_opt_learning_rate,nn_wd,nn_film_layers,nn_fg_bg_percentile,nn_giou_lambda,nn_l1_lambda,nn_bce_lambda,comb_id,nn_use_scheduler,test_losses,avg_iou_accuracy,exp_id,nn_reload_weights_from,dt_full_test_set
125,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,1.0,0.4,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.0,1,false_true_1_2_true_1_false_adamw_0.4_0.0001_1024_1e-05_1_0_1,True,[1.1246],0.2215,125,,True
126,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,1.0,0.4,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.001,0,false_true_1_2_true_1_false_adamw_0.4_0.0001_1024_1e-05_1_0.001_0,True,[1.2701],0.1956,126,,True
127,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,1.0,0.4,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.001,1,false_true_1_2_true_1_false_adamw_0.4_0.0001_1024_1e-05_1_0.001_1,True,[1.5668],0.2016,127,,True
128,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-06_1_0_0,False,[0.9117],0.1857,128,,True
129,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-06_1_0_1,False,[1.2844],0.2119,129,,True
130,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-06_1_0.001_0,False,[1.2394],0.2288,130,,True
131,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-06_1_0.001_1,False,[1.7588],0.1788,131,,True
132,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-05_1_0_0,False,[0.8397],0.2225,132,,True
133,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-05_1_0_1,False,[1.2956],0.1948,133,,True
134,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-05_1_0.001_0,False,[1.2875],0.2173,134,,True
135,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_512_1e-05_1_0.001_1,False,[1.6481],0.2133,135,,True
136,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-06_1_0_0,False,[0.8561],0.2168,136,,True
137,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-06_1_0_1,False,[1.2602],0.211,137,,True
138,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-06_1_0.001_0,False,[1.3173],0.2136,138,,True
139,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-06_1_0.001_1,False,[1.7333],0.1993,139,,True
140,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-05_1_0_0,False,[0.8594],0.2125,140,,True
141,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-05_1_0_1,False,[1.2514],0.2177,141,,True
142,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-05_1_0.001_0,False,[1.3015],0.223,142,,True
143,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_1e-05_1024_1e-05_1_0.001_1,False,[1.7183],0.1998,143,,True
144,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-06_1_0_0,False,[0.8095],0.196,144,,True
145,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-06_1_0_1,False,[1.2089],0.2025,145,,True
146,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-06_1_0.001_0,False,[1.2797],0.1934,146,,True
147,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-06_1_0.001_1,False,[1.5939],0.1912,147,,True
148,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-05_1_0_0,False,[0.8171],0.1843,148,,True
149,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-05_1_0_1,False,[1.1402],0.203,149,,True
150,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-05_1_0.001_0,False,[1.2616],0.2018,150,,True
151,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_512_1e-05_1_0.001_1,False,[1.5806],0.2104,151,,True
152,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-06_1_0_0,False,[0.8036],0.2026,152,,True
153,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-06_1_0_1,False,[1.1518],0.2042,153,,True
154,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-06_1_0.001_0,False,[1.2698],0.195,154,,True
155,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-06_1_0.001_1,False,[1.5547],0.2114,155,,True
156,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-05_1_0_0,False,[0.8112],0.1909,156,,True
157,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-05_1_0_1,False,[1.1354],0.2111,157,,True
158,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-05_1_0.001_0,False,[1.2929],0.1934,158,,True
159,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.2,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.2_0.0001_1024_1e-05_1_0.001_1,False,[1.585],0.198,159,,True
160,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-06_1_0_0,False,[0.9523],0.1762,160,,True
161,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-06_1_0_1,False,[1.2992],0.1896,161,,True
162,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-06_1_0.001_0,False,[1.2692],0.2203,162,,True
163,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-06_1_0.001_1,False,[1.6483],0.192,163,,True
164,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-05_1_0_0,False,[0.9112],0.1806,164,,True
165,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-05_1_0_1,False,[1.3465],0.151,165,,True
166,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-05_1_0.001_0,False,[1.3055],0.1874,166,,True
167,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,1e-05,1e-05,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_512_1e-05_1_0.001_1,False,[1.783],0.1923,167,,True
168,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-06_1_0_0,False,[0.8928],0.2017,168,,True
169,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-06_1_0_1,False,[1.3607],0.164,169,,True
170,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-06_1_0.001_0,False,[1.3233],0.2103,170,,True
171,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-06_1_0.001_1,False,[1.6506],0.1995,171,,True
172,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-05_1_0_0,False,[0.8782],0.2034,172,,True
173,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-05_1_0_1,False,[1.3315],0.1821,173,,True
174,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-05_1_0.001_0,False,[1.2371],0.2127,174,,True
175,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,1e-05,1e-05,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.4_1e-05_1024_1e-05_1_0.001_1,False,[1.7358],0.1786,175,,True
176,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-06_1_0_0,False,[0.8149],0.1879,176,,True
177,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-06_1_0_1,False,[1.1215],0.213,177,,True
178,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-06_1_0.001_0,False,[1.2513],0.1988,178,,True
179,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-06_1_0.001_1,False,[1.5473],0.2093,179,,True
180,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-05_1_0_0,False,[0.808],0.1954,180,,True
181,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-05_1_0_1,False,[1.1388],0.2012,181,,True
182,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-05_1_0.001_0,False,[1.2899],0.1838,182,,True
183,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,512,0.0001,1e-05,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_512_1e-05_1_0.001_1,False,[1.6056],0.1846,183,,True
184,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_1024_1e-06_1_0_0,False,[0.8057],0.196,184,,True
185,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.0,1,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_1024_1e-06_1_0_1,False,[1.1387],0.2009,185,,True
186,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.001,0,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_1024_1e-06_1_0.001_0,False,[1.2727],0.1937,186,,True
187,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,0.0001,1e-06,2,80,1,0.001,1,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_1024_1e-06_1_0.001_1,False,[1.577],0.2005,187,,True
188,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.2,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.4,AdamW,0.9,1024,0.0001,1e-05,2,80,1,0.0,0,false_true_1_2_false_0.7_false_adamw_0.4_0.0001_1024_1e-05_1_0_0,False,[0.8082],0.1963,188,,True
